12	 24	 3
37	3	116475	105807
38	3	116475	104180
39	3	116475	103572
40	3	116475	103342
41	3	116475	101714
42	3	116475	101185
43	3	116475	100736
44	3	116475	99984
45	3	116475	99402
46	3	116475	97817
47	3	116475	97556
48	3	116475	97151
49	3	116475	95992
50	3	116475	95931
51	3	116475	95864
52	3	116475	94321
53	3	116475	94380
54	3	116475	94109
55	3	116475	93167
56	3	116475	92414
57	3	116475	91425
58	3	116475	90615
59	3	116475	90645
60	3	116475	89677
61	3	116475	88328
62	3	116475	87882
63	3	116475	87446
64	3	116475	86583
65	3	116475	85582
66	3	116475	84732
67	3	116475	84072
68	3	116475	82742
69	3	116475	82184
70	3	116475	80738
71	3	116475	80330
72	3	116475	79364
73	3	116475	78377
74	3	116475	76268
75	3	116475	75999
76	3	116475	75192
77	3	116475	72960
78	3	116475	72127
79	3	116475	71234
80	3	116475	70253
81	3	116475	68059
82	3	116475	67260
83	3	116475	65425
84	3	116475	63809
85	3	116475	63179
86	3	116475	61104
87	3	116475	59893
88	3	116475	57611
89	3	116475	55954
90	3	116475	53934
91	3	116475	51505
92	3	116475	49189
93	3	116475	46635
94	3	116475	43952
95	3	116475	40405
96	3	116475	36698
97	3	116475	32128
98	3	116475	27639
99	3	116475	24422
100	3	116475	21193
0	4	115970	134160
1	4	115970	134160
2	4	115970	134159
3	4	115970	135026
4	4	115970	137355
5	4	115970	140083
6	4	115970	140248
7	4	115970	140120
8	4	115970	138554
9	4	115970	138387
10	4	115970	137137
11	4	115970	136768
12	4	115970	136162
13	4	115970	135398
14	4	115970	134220
15	4	115970	133346
16	4	115970	132090
17	4	115970	131202
18	4	115970	129928
19	4	115970	128162
20	4	115970	127037
21	4	115970	126281
22	4	115970	124291
23	4	115970	122815
24	4	115970	122103
25	4	115970	120232
26	4	115970	118726
27	4	115970	117056
28	4	115970	115205
29	4	115970	114440
30	4	115970	113135
31	4	115970	111567
32	4	115970	110028
33	4	115970	108766
34	4	115970	108003
35	4	115970	106670
36	4	115970	105791
37	4	115970	105322
38	4	115970	104558
39	4	115970	103945
40	4	115970	103393
41	4	115970	102253
42	4	115970	101551
43	4	115970	100974
44	4	115970	99699
45	4	115970	99580
46	4	115970	98228
47	4	115970	98010
48	4	115970	97473
49	4	115970	95847
50	4	115970	95691
51	4	115970	95493
52	4	115970	94164
53	4	115970	93884
54	4	115970	93558
55	4	115970	92626
56	4	115970	91714
57	4	115970	90061
58	4	115970	89415
59	4	115970	89314
60	4	115970	88526
61	4	115970	87531
62	4	115970	86895
63	4	115970	85995
64	4	115970	85570
65	4	115970	84827
66	4	115970	83982
67	4	115970	83484
68	4	115970	82382
69	4	115970	81743
70	4	115970	80479
71	4	115970	79537
72	4	115970	78725
73	4	115970	77729
74	4	115970	76023
75	4	115970	75923
76	4	115970	75030
77	4	115970	73134
78	4	115970	72385
79	4	115970	71483
80	4	115970	70252
81	4	115970	68342
82	4	115970	67469
83	4	115970	65931
84	4	115970	64784
85	4	115970	62818
86	4	115970	60803
87	4	115970	59723
88	4	115970	57511
89	4	115970	56089
90	4	115970	53568
91	4	115970	51412
92	4	115970	49324
93	4	115970	45969
94	4	115970	43175
95	4	115970	40214
96	4	115970	35841
97	4	115970	31503
98	4	115970	26891
99	4	115970	21843
100	4	115970	15263
0	5	115442	133306
1	5	115442	133306
2	5	115442	133316
3	5	115442	133731
4	5	115442	136449
5	5	115442	139294
6	5	115442	140267
7	5	115442	140605
8	5	115442	139848
9	5	115442	138678
10	5	115442	137879
11	5	115442	137498
12	5	115442	136269
13	5	115442	135286
14	5	115442	133823
15	5	115442	133346
16	5	115442	132221
17	5	115442	131023
18	5	115442	130092
19	5	115442	128149
20	5	115442	127393
21	5	115442	125859
22	5	115442	123590
23	5	115442	123153
24	5	115442	121469
25	5	115442	119570
26	5	115442	118416
27	5	115442	116416
28	5	115442	114972
29	5	115442	114299
30	5	115442	112798
31	5	115442	111695
32	5	115442	110238
33	5	115442	108985
34	5	115442	108754
35	5	115442	107097
36	5	115442	106054
37	5	115442	105873
38	5	115442	104477
39	5	115442	103697
40	5	115442	102681
41	5	115442	101582
42	5	115442	101451
43	5	115442	100676
44	5	115442	99730
45	5	115442	99493
46	5	115442	98519
47	5	115442	97928
48	5	115442	97547
49	5	115442	95843
50	5	115442	95769
51	5	115442	95812
52	5	115442	94531
53	5	115442	93863
54	5	115442	93385
55	5	115442	92760
56	5	115442	91693
57	5	115442	91485
58	5	115442	90027
59	5	115442	89716
60	5	115442	89288
61	5	115442	88290
62	5	115442	87537
63	5	115442	86794
64	5	115442	86153
65	5	115442	85062
66	5	115442	84477
67	5	115442	83737
68	5	115442	82628
69	5	115442	82150
70	5	115442	80594
71	5	115442	79173
72	5	115442	78392
73	5	115442	78161
74	5	115442	76071
75	5	115442	76020
76	5	115442	74410
77	5	115442	72932
78	5	115442	71943
79	5	115442	70782
80	5	115442	70019
81	5	115442	67896
82	5	115442	67477
83	5	115442	65205
84	5	115442	63661
85	5	115442	62111
86	5	115442	60134
87	5	115442	58829
88	5	115442	56970
89	5	115442	55143
90	5	115442	52934
91	5	115442	50892
92	5	115442	49011
93	5	115442	46004
94	5	115442	43301
95	5	115442	40313
96	5	115442	36241
97	5	115442	31404
98	5	115442	27641
99	5	115442	24180
100	5	115442	21075
0	6	114972	134010
1	6	114972	134010
2	6	114972	133995
3	6	114972	133890
4	6	114972	136310
5	6	114972	138750
6	6	114972	138967
7	6	114972	140042
8	6	114972	139031
9	6	114972	138094
10	6	114972	137565
11	6	114972	137554
12	6	114972	136338
13	6	114972	135311
14	6	114972	134818
15	6	114972	134525
16	6	114972	132393
17	6	114972	131161
18	6	114972	130186
19	6	114972	128838
20	6	114972	127662
21	6	114972	126103
22	6	114972	124764
23	6	114972	123735
24	6	114972	122649
25	6	114972	120459
26	6	114972	118674
27	6	114972	116970
28	6	114972	115243
29	6	114972	115215
30	6	114972	113700
31	6	114972	111770
32	6	114972	110581
33	6	114972	109011
34	6	114972	108277
35	6	114972	107305
36	6	114972	106346
37	6	114972	106361
38	6	114972	104303
39	6	114972	103553
40	6	114972	103131
41	6	114972	102165
42	6	114972	101611
43	6	114972	100979
44	6	114972	99827
45	6	114972	99113
46	6	114972	98253
47	6	114972	98041
48	6	114972	97554
49	6	114972	95641
50	6	114972	95530
51	6	114972	95417
52	6	114972	94151
53	6	114972	93979
54	6	114972	93321
55	6	114972	92528
56	6	114972	91402
57	6	114972	91008
58	6	114972	89968
59	6	114972	89594
60	6	114972	88600
61	6	114972	88061
62	6	114972	87638
63	6	114972	86650
64	6	114972	85853
65	6	114972	84770
66	6	114972	83920
67	6	114972	83585
68	6	114972	82340
69	6	114972	81833
70	6	114972	80679
71	6	114972	79517
72	6	114972	78600
73	6	114972	77807
74	6	114972	75835
75	6	114972	75606
76	6	114972	74268
77	6	114972	72231
78	6	114972	71472
79	6	114972	70612
80	6	114972	69430
81	6	114972	67062
82	6	114972	66178
83	6	114972	64925
84	6	114972	63381
85	6	114972	62154
86	6	114972	60432
87	6	114972	59043
88	6	114972	57259
89	6	114972	55623
90	6	114972	52516
91	6	114972	50841
92	6	114972	48969
93	6	114972	46479
94	6	114972	42944
95	6	114972	39326
96	6	114972	35859
97	6	114972	31290
98	6	114972	26927
99	6	114972	21601
100	6	114972	15086
0	7	114458	133531
1	7	114458	133531
2	7	114458	133542
3	7	114458	134287
4	7	114458	136265
5	7	114458	138021
6	7	114458	138726
7	7	114458	139518
8	7	114458	139186
9	7	114458	138305
10	7	114458	137091
11	7	114458	137155
12	7	114458	135866
13	7	114458	135204
14	7	114458	133602
15	7	114458	132908
16	7	114458	131492
17	7	114458	130724
18	7	114458	129929
19	7	114458	128390
20	7	114458	127105
21	7	114458	125467
22	7	114458	124024
23	7	114458	122348
24	7	114458	121428
25	7	114458	119659
26	7	114458	118881
27	7	114458	116119
28	7	114458	114874
29	7	114458	114049
30	7	114458	113128
31	7	114458	111983
32	7	114458	110084
33	7	114458	109321
34	7	114458	108759
35	7	114458	106965
36	7	114458	105965
37	7	114458	105941
38	7	114458	104632
39	7	114458	103275
40	7	114458	102793
41	7	114458	102036
42	7	114458	101235
43	7	114458	100513
44	7	114458	99371
45	7	114458	98660
46	7	114458	97508
47	7	114458	97344
48	7	114458	96964
49	7	114458	95837
50	7	114458	95677
51	7	114458	95617
52	7	114458	94161
53	7	114458	94094
54	7	114458	93350
55	7	114458	92526
56	7	114458	91531
57	7	114458	90974
58	7	114458	90322
59	7	114458	89448
60	7	114458	88755
61	7	114458	87863
62	7	114458	86989
63	7	114458	86576
64	7	114458	85764
65	7	114458	84911
66	7	114458	84041
67	7	114458	83690
68	7	114458	83014
69	7	114458	82030
70	7	114458	80657
71	7	114458	79919
72	7	114458	79150
73	7	114458	78079
74	7	114458	76065
75	7	114458	75870
76	7	114458	74970
77	7	114458	72703
78	7	114458	71679
79	7	114458	70426
80	7	114458	69291
81	7	114458	67236
82	7	114458	66367
83	7	114458	64997
84	7	114458	63233
85	7	114458	62134
86	7	114458	60498
87	7	114458	59092
88	7	114458	57153
89	7	114458	55569
90	7	114458	53098
91	7	114458	50737
92	7	114458	48942
93	7	114458	46069
94	7	114458	43023
95	7	114458	39625
96	7	114458	35901
97	7	114458	31627
98	7	114458	27588
99	7	114458	24224
100	7	114458	21047
